"Currency","Frequency","Mean","SD","t_Stat","Sharpe","Skewness","Kurtosis","Positive","N"
"ENJ","Weekly",0.303917510056812,18.9560956619306,0.29300839543192,0.0160327060739184,1.01228014728687,7.91719810675818,47.0059880239521,334
"EOS","Daily",-0.0953271309649188,5.76192356616627,-0.836429716986383,-0.0165443241081286,-0.2660936165143,12.76171219568,50.2347417840376,2556
"EOS","Monthly",-2.90066841364681,28.2487849462725,-0.941104730471459,-0.102682944387297,0.9504142168796,4.90788376312788,40.4761904761905,84
"EOS","Weekly",-0.665727176902546,15.0746274959045,-0.844870682151521,-0.0441620980076231,-0.240611393786737,5.75979078623193,49.7267759562842,366
"ETC","Daily",-0.012200299628852,5.58140893657388,-0.11051139930998,-0.00218588169537369,-0.0485157020921018,12.1602325648322,50.1173708920188,2556
"ETC","Monthly",-0.371237688706496,31.7118841325648,-0.107292572223483,-0.0117065793743007,0.612347873439577,4.45638363305581,47.6190476190476,84
"ETC","Weekly",-0.0852020924900148,15.3958233768163,-0.105873649431758,-0.00553410430898523,1.18004450564701,10.2422625544478,46.448087431694,366
"ETH","Daily",0.0571859573888884,4.57593652288757,0.631814850758271,0.01249710460424,-0.951566418477684,14.4389399661874,51.0172143974961,2556
"ETH","Monthly",1.74008698911903,26.6533007879661,0.598355933989688,0.0652859847627082,-0.211359696515598,3.14136008694288,54.7619047619048,84
"ETH","Weekly",0.399364227010927,12.5275422468067,0.609879207261994,0.0318788968452871,-0.596019469546943,6.32448620869061,52.1857923497268,366
"ETHEREUM","Daily",-1.54688546369388,19.9865304723314,-1.05837982231011,-0.0773963978307954,1.37682620452369,9.95797218445317,26.7379679144385,187
"ETHEREUM","Monthly",-41.3239402443935,56.1797863461242,-1.94612468631258,-0.735565991472383,-0.723001797010082,2.71070445182715,28.5714285714286,7
"ETN","Daily",-0.130716299658277,7.33063364555712,-0.901506067801048,-0.0178315144336125,1.11347920847185,14.1915317685281,45.6964006259781,2556
"ETN","Monthly",-3.97751026103043,39.5512039687441,-0.921703514413357,-0.100566098169191,0.62834880302365,4.89105060644207,40.4761904761905,84
"ETN","Weekly",4.24895475765343,38.5540470672234,0.330623248208798,0.110207749402933,1.00638878945318,3.30020147889253,44.4444444444444,9
"ETP","Daily",-0.235613475153846,8.02619087086677,-1.48412700034167,-0.0293555783739293,0.557927622778635,38.5564102808155,46.4397496087637,2556
"ETP","Monthly",-7.16938145825274,42.7962573189543,-1.53537880537535,-0.167523561811033,0.256343945637924,4.28465842104203,34.5238095238095,84
