"week","UniqueAddresses","Transactions","Payments","TransactionVolumeUSD","PC_network"
2018-02-04,398819.5,-31055.25,-49966.5,-832700.265720673,-0.349446569198514
2018-02-11,455686,28939.25,-16063,286837.460572868,0.2973129802942
2018-02-18,442074.25,1025.75,-28102,-688411.864297179,-0.103501929974189
2018-02-25,416967,-16776.75,91840.5,327111.789130976,-0.0288452354191773
2018-03-04,380510,-10366.5,-104324.5,193545.006485516,-0.316691527053769
2018-03-11,440399,32199.5,63423.5,1124510.69700274,0.448336359097489
2018-03-18,426695.5,-17227.25,-58387.5,-1586630.46529083,-0.237312268348068
2018-03-25,332753,-33012.75,32473,307073.213272637,-0.422031230099664
2018-04-01,341719.5,1711.75,-51455,25504.5886170822,-0.036830343227299
2018-04-08,437935,53163.75,104931,-483514.890299818,0.68464575931271
2018-04-15,519505.25,15963.5,-16648,171196.477104993,0.33084149514005
2018-04-22,429929,-15775,36277,277834.948644205,-0.333175399711093
2018-04-29,406974,-21786.25,-14012,125695.392332027,-0.191003570881787
2018-05-06,467422,27434.25,-13435,-264176.777481608,0.296006235522183
2018-05-13,485140,127.25,-55794,-165853.829272205,-0.0218552023156427
2018-05-20,356716,-50673.25,23374.5,417671.167984255,-0.625942487875457
2018-05-27,388247.5,14818.5,-14980.5,-40161.3981158724,0.144910696053525
2018-06-03,439996,36810,53071,-340856.980511702,0.392038319368364
2018-06-10,460599.75,-8064.5,-83387,97067.0470385067,-0.0764819728166921
2018-06-17,368137,-39052,65981.5,137596.600522939,-0.398287693469636
2018-06-24,355707,1017.75,-46945.5,-32714.3284820879,-0.111238627807891
2018-07-01,419691.5,38760.25,74909.5,-465691.30999204,0.47099219018061
2018-07-08,476671.25,11346.5,-74822.5,161068.613596912,0.144170157059779
2018-07-15,385950,-29616.5,54839.5,196846.064396685,-0.368560012527931
2018-07-22,416863.75,4054.25,-30429.5,-18735.9683718033,0.0790557616913654
2018-07-29,461213.5,32882.75,62625.5,16314.4355764118,0.370680126484301
2018-08-05,511133.75,9776.5,-60944.5,-179602.368517954,0.124470311613885
2018-08-12,399289,-40581.5,51051.5,98889.0812044897,-0.495136733541038
2018-08-19,397819.25,-3791.5,-38499.5,157526.25429644,-0.0754613130792219
2018-08-26,459807,40000.5,27691.5,-161095.093860674,0.410317173899744
2018-09-02,523052.5,5341.25,-27887.5,-101103.711798416,0.201678916555591
2018-09-09,427958,-21414.25,4920.5,319605.5601,-0.417627306723244
2018-09-16,421005,1927.5,20299.5,129233.382676532,0.00796012963138385
2018-09-23,483445.5,32754.5,24087,-475950.356383938,0.371420356409328
2018-09-30,515629.5,-3248.25,-24999,-180413.639109882,0.0585587723427884
2018-10-07,400481,-37407.75,-3178.5,599367.472098343,-0.55826322847314
2018-10-14,425032,18622.25,-5003.5,-197063.532512101,0.145436968966272
2018-10-21,484944.5,38457.25,26493.5,-398174.756190064,0.390038369691726
2018-10-28,553787.25,28714.25,877.5,111910.353866103,0.358871352336668
2018-11-04,448643,-38391.75,34961.5,137608.499712141,-0.483740163273496
2018-11-11,426649.5,542,-24927.5,560992.491808416,-0.104416263844255
2018-11-18,468394,8548,17578,-482148.76468994,0.191881727873465
2018-11-25,468333.5,-6424,-28832,166846.419358417,-0.0673950943181691
2018-12-02,382550,-24061,13476,279249.995697043,-0.383916028304242
2018-12-09,383108.5,4091.5,-7833,-139482.774843192,-0.000968259520627259
2018-12-16,447565.5,44589.5,24525.5,-405302.961225822,0.427858767638573
2018-12-23,441800.5,10096.5,-8240.5,-2237.61212615122,0.00266074333024369
2018-12-30,385489,-24689.5,-84,157701.32244006,-0.302144699461904
2019-01-06,394991.75,22319.75,-3612,286086.410951426,0.1184973948807
2019-01-13,456141.5,18436.75,38240,-612870.276043819,0.326358634444387
2019-01-20,489371.25,1405.75,11990,210174.046701126,0.140048225036783
2019-01-27,418174,14677.75,9169,1294331.64007697,-0.161765896502084
2019-02-03,406355.25,-9926.25,-29928,855861.243136318,-0.110243571572934
2019-02-10,490763,37272.75,20393,-2275068.26314016,0.424593216641068
2019-02-17,539666.25,4993,14355,337454.492651902,0.216413200423763
2019-02-24,481021,-18507.5,55549,602244.781762239,-0.199872419723574
2019-03-03,425665.75,-106740.5,-123854,-303322.578117208,-0.805430307403581
2019-03-10,542340.5,66593.5,39308,-505908.863975183,0.720594646609703
2019-03-17,543979.75,19779.75,-40692,-45783.3160858435,0.0221397542634762
2019-03-24,513840,62286.25,170976,790360.115437484,0.386593478353137
2019-03-31,492286.25,-24747.25,-53705,-290149.473367345,-0.261251838659458
2019-04-07,598407,39101.75,35239.5,-220615.69152503,0.573867708540433
2019-04-14,584946.5,-42603.25,-40848.5,-87847.0348025087,-0.281345811831191
2019-04-21,460846,9473.75,84073.5,421742.978366088,-0.287458928746562
2019-04-28,486811.75,-1071.75,-54810.5,-81649.3852799723,0.00605187902652852
2019-05-05,633894,18062.25,37302.5,-77825.3805545575,0.642664501885672
2019-05-12,671454.75,-9535.75,21182.5,-47971.8819055124,0.119142840670782
2019-05-19,511153,-28064.75,41222.5,5427.68097107718,-0.634326192464925
2019-05-26,537257.5,-11357,-56363.5,755260.27219366,-0.0186734355309639
2019-06-02,604683.5,32036.5,-8245.5,-1041544.51271444,0.329864809865095
2019-06-09,722759.5,12920.5,39540.5,413417.834187757,0.531903210954331
2019-06-16,643642,-17923,27054,1188711.68432773,-0.297535593475268
2019-06-23,565004.25,-6120.75,-30051,-1064783.72810495,-0.375477102825448
2019-06-30,612733.5,26880.75,-22503,-762840.030060674,0.22515149479482
2019-07-07,627383.25,-13326.5,-89348,1041632.00190391,-0.106794845841964
2019-07-14,488968,-38506.5,-7125,3774194.24489874,-0.583641007359418
2019-07-21,416562.25,-44374.25,-35992,-4257686.09729955,-0.581716904327014
2019-07-28,571258.5,58911.75,62105.5,-707885.415345935,0.853205089169015
2019-08-04,563732.5,10991,-42070.5,95778.2762850753,-0.0445347821456098
2019-08-11,441149,-60274.5,15884,536234.977397359,-0.651023886049937
2019-08-18,444954.25,5646.5,-9564,-452574.958837214,0.00778521844171338
2019-08-25,537653,43088.5,28387,46511.2259430483,0.53795186169809
2019-09-01,592451.75,22121.75,-12272,47115.8359869452,0.262874654847829
2019-09-08,491282,-59218.75,-24216,82081.3041780283,-0.635008422306429
2019-09-15,487414,29937,53067,71328.8180574653,0.17433980455303
2019-09-22,547539,3754.5,-47851,-308780.121165763,0.152295021371754
2019-09-29,542940.5,3419.5,18705,-60318.8986258145,0.0160915295681465
2019-10-06,452069,-35312,-17204.5,202208.343156746,-0.490769166561358
2019-10-13,464548.75,272.25,8863.5,236268.997984082,0.0574986644094274
2019-10-20,527916,4761.75,-26419.5,-46734.86496326,0.202987657899613
2019-10-27,566529.25,13623,-13846.5,121532.515991239,0.170517121487727
2019-11-03,519291,-14187,22773,-40687.4592776115,-0.200641201424475
2019-11-10,462043.75,-28149.25,-17405,113919.055461661,-0.344029808631566
2019-11-17,540171.5,23698.25,55187,-188734.038846099,0.440452633422824
2019-11-24,549312,15883.5,-65184,-246986.12789997,-0.00449888318475635
2019-12-01,465570,-32311.5,6259.5,280324.867266852,-0.419352257436806
2019-12-08,455803.75,-14891.25,-7335.5,-59589.187618001,-0.111105205969545
2019-12-15,520820.4,41807.25,17645,-307282.881879334,0.411413213838585
2019-12-22,490465,2814.75,-909,-106379.579402482,-0.106502192604559
2019-12-29,441725.25,-27799.75,19896,325605.046756599,-0.256345343206199
2020-01-05,527459,4641.75,-9095,96187.2086895194,0.309474179385583
2020-01-12,557746,27947.25,-12046.5,-487065.907371307,0.187215267749074
2020-01-19,461312,624.25,-38695.5,151938.563065936,-0.398282966089822
2020-01-26,519259.5,-16704.25,50439.5,869915.047709632,0.223433891221856
2020-02-02,539618,26229.5,11657.5,-26437.9498581148,0.1872676510607
2020-02-09,565493,10832.5,-10848.5,-631518.162954419,0.101861395440919
2020-02-16,525819,-3274.75,9684.5,-24529.2404691449,-0.147784909313401
2020-02-23,526553.25,-29984.25,37398,60518.3829259465,-0.0694808220141334
2020-03-01,604999,9179.75,-35716,75253.440398101,0.264372714139926
2020-03-08,517382,-6518.25,-14528.5,160142.305701477,-0.361721741210288
2020-03-15,426492.25,-27210.25,-22456.5,-249201.916825608,-0.47544174043505
2020-03-22,537834,-42351.25,10474.5,53576.2501540711,0.240123382798209
2020-03-29,560892.5,10031,-2925.5,81079.8657584104,0.114689058445914
2020-04-05,474445,36751.5,5690,-417474.847548322,-0.169809800054562
2020-04-12,517655.75,3469.75,82772,21225.4493437882,0.277347774682114
2020-04-19,648368,-10074.25,-19847,349733.015770084,0.402555947233763
2020-04-26,673562.75,13359.25,14296,100172.374736635,0.159685405399988
2020-05-03,631542,29748.25,32374,91642.85460636,0.0089514651815455
2020-05-10,526929.25,-22206.75,-32061,-452955.783421893,-0.522219688488281
2020-05-17,616732.4,-32475.75,-64370,321649.843002887,0.105066154243736
2020-05-24,556912,-2178,40778,136940.441347941,-0.169329591221485
2020-05-31,527331.75,50728,9961.5,-678210.501417115,0.0897436960940951
2020-06-07,640256.5,6054.75,-10812.5,159711.871298122,0.411445270260936
2020-06-14,681591.25,-39711.75,21039.5,216213.440216488,0.0179815968468796
2020-06-21,546558,-7361,-22267.5,317267.533659994,-0.54214003296878
2020-06-28,571521.75,62356,37374.5,-515855.341270812,0.372494060924558
2020-07-05,673534,10340.75,18267.5,104612.11812365,0.428265885070864
2020-07-12,637421,-38436.75,-34016.5,165966.973601158,-0.331052428016786
2020-07-19,619497,4111,40272.5,147007.903905769,0.00522808645905234
2020-07-26,641621,15638,57302.5,-229170.754929464,0.209901903250701
2020-08-02,722993,1591.25,-51538.5,-92623.4084525068,0.219295205780088
2020-08-09,751893.5,-18602.25,48052,1150954.02301123,0.11459024933845
2020-08-16,649053,-13744.25,-23516,-397214.508365264,-0.469245124371049
2020-08-23,590536.25,15522.75,-5783.5,225555.350234278,-0.156372740142348
2020-08-30,682156.5,-8657,62065.5,546063.549967238,0.385112686086554
2020-09-06,687608,-6729.5,-79195,830241.459415868,-0.104010988975882
2020-09-13,624125,-20178.5,8530,407991.60966337,-0.292675577484752
2020-09-20,587362,26040.5,12313,-1150105.69356233,-0.041071662449988
2020-09-27,657517,10048.75,-3279,-381198.297660747,0.273035463424076
2020-10-04,719046.25,-17576.75,-12353.5,92998.4726050599,0.129822907501103
2020-10-11,586741,-46183,-41943.5,721533.316135515,-0.705345319611696
2020-10-18,582323,43487.5,32647,-958766.53616678,0.176238894218028
2020-10-25,598063,-11599.25,-2017,406908.096418094,0.0105895442554726
2020-11-01,738319.75,-13290.25,25618,367683.059800535,0.486859817489516
2020-11-08,613373,-795.5,-33397,-693155.31352917,-0.516760091348158
2020-11-15,642354,34345,61171,-34571.4830873329,0.318387720992066
2020-11-22,680083,31900.25,-40238,-396956.220851753,0.1927327286536
2020-11-29,731786.25,-53751.75,8781.5,28202.0822721366,-0.0216549866916154
2020-12-06,654893,4790.75,-332.5,68008.2110731746,-0.260747300011906
2020-12-13,666902.5,2267.75,87420,58711.476034265,0.168044823993353
2020-12-20,678176.5,22346,-105898,722336.087987175,-0.00647061958810981
2020-12-27,668641.5,-14892.5,82229.5,-453482.870929674,0.00453461502545137
2021-01-03,760179,51133.75,37722.5,507882.022121108,0.588503433142689
2021-01-10,675196.5,-21932.25,-23838,-742824.354191584,-0.445714025218743
2021-01-17,734727.5,3122.5,-15940,-56960.3804700787,0.196926613306275
2021-01-24,883098.75,-17122,98833,411933.905285722,0.602331178919401
2021-01-31,795079,-11433.75,-11214,266010.267536416,-0.375910990587829
2021-02-07,739470,5738.25,-14282,-795524.317828102,-0.21838295613611
2021-02-14,791072,21543,55634,333356.815473378,0.348654093407146
2021-02-21,815316.5,-7376.5,-94082,190999.383332,-0.0734180006869429
2021-02-28,677322,-41879.25,-28570,-226369.099462275,-0.710407465327067
2021-03-07,760302.5,12833.25,83092.5,-623714.881939728,0.443691941011032
2021-03-14,833771,23955.5,-26642.5,-329.349499373464,0.316236263292947
2021-03-21,799527.5,-27434.5,-35075,463102.501476115,-0.275682813896559
2021-03-28,704293,-20566.5,-5161,-94426.3738641306,-0.437456510581473
2021-04-04,705550.25,17259,51378,-26159.5620061012,0.137823186087503
2021-04-11,813572,-50179.25,-134235,157227.370893213,0.000203664933994295
2021-04-18,782836.75,55917.75,70990,473360.203118664,0.214792865847629
2021-04-25,677778,-44998,-18962,117155.586922697,-0.584351679316406
2021-05-02,719741.75,61646.5,78081,-911423.779627457,0.478100221009677
2021-05-09,745581.5,-52542.75,-97232,383215.310658641,-0.247719600079635
2021-05-16,681993,-30995.75,-13607.5,970763.229202733,-0.354560532179737
2021-05-23,537305,-31265.5,-98210.5,-185729.365764094,-0.787067314871388
2021-05-30,516712.5,53015.5,16109.5,-1780232.83236693,0.115977054163271
2021-06-06,652225,-22708.25,22530.5,453592.332130991,0.42997110976399
2021-06-13,563014.75,-35799.75,-70697,439809.172568254,-0.555286679560995
2021-06-20,490112,-35386,-12464,468846.397707987,-0.414518509218932
2021-06-27,492495.25,75350.5,7633,-831150.306347687,0.295727050836905
2021-07-04,570637,1105.75,-8812,428940.53669872,0.275705146183945
2021-07-11,557520.5,-46065.25,-9770,98884.7298607654,-0.247154224345848
2021-07-18,497255,7774.25,12562,1339339.25291237,-0.144476589364037
2021-07-25,507180.75,61123.25,52680,-1118626.83918836,0.321942898636753
2021-08-01,612916,9905,-27276,-134206.746441863,0.372109576670388
2021-08-08,634434.75,-51775.5,26296.5,206643.450701022,-0.0939579187170725
2021-08-15,555440,-4267.5,1891.5,1646239.35222378,-0.267598623124218
2021-08-22,515182.25,49966,-7364.5,-265569.331036349,0.0334475424172705
2021-08-29,670600,27376.75,28834.5,-835431.088225094,0.681772303177386
2021-09-05,642013,-63704.25,-11930,4279267.23182828,-0.286545814184569
2021-09-12,561878,-818.75,-339,-1515600.69284908,-0.328474537516121
2021-09-19,532359.75,44654.75,23074.5,-214695.51755813,0.0937202455865849
2021-09-26,678448,23635,40065.5,-1535631.91280701,0.633988955544129
2021-10-03,685757,-39727,-19162.5,761809.692732034,-0.147573589051949
2021-10-10,674026,-12047.75,57579.5,1231094.33800954,0.0100203146828389
2021-10-17,594523.25,68570.25,-40631,-2982342.82756031,-0.136736599342677
2021-10-24,741038,938.75,51401,35534.8325279821,0.594288563659604
2021-10-31,740169.75,-67417.25,-24698,2311680.36648589,-0.261621689067816
2021-11-07,628022,7035.25,-13617,1019289.82249271,-0.376020604967216
2021-11-14,616814.5,43247.75,10763,-2546465.77933467,0.0869976967423854
2021-11-21,734366,6436.75,-24435,128625.54697503,0.410126921479625
2021-11-28,735403.75,-39278.75,44580,998910.942932886,-0.0754904670349104
2021-12-05,599422,-26040.5,-62431,-160659.214165988,-0.685339091768963
2021-12-12,595350.25,33943,1239.5,-1674592.00163564,0.0810075906564465
2021-12-19,709091.5,202.75,-19451.5,-154935.656286599,0.372477684649878
2021-12-26,697696.25,-74945.25,37853.5,631774.802889426,-0.27905898829178
2022-01-02,591014,38812,-20329.5,1279486.02105962,-0.233651461181752
2022-01-09,597387.5,40682,37670,-607655.057759894,0.218110431771145
2022-01-16,676231.5,4215,38023,1278591.35797718,0.373155006235861
2022-01-23,682390,-39505,-46693,-1265234.22825948,-0.231927851073789
2022-01-30,673249,3105.25,55875,2388193.20937732,0.101948318600368
2022-02-06,608732.25,20059.25,-53489.5,-3162509.22786213,-0.297708194480982
2022-02-13,640542.5,6655,-44080.5,350430.447523674,0.08171265090057
2022-02-20,696301,-40434.5,71388.5,765653.784691074,0.147736850281351
2022-02-27,594977,7078.25,-19410.5,582031.35679434,-0.354394756599527
2022-03-06,591498,33071.25,-13647,-1475374.69900883,0.0634296551423578
2022-03-13,703541.5,1558.25,29209,-492562.472897564,0.431536971764933
2022-03-20,741356.25,-31099.75,26036.5,1222985.71747699,0.0680102453572737
2022-03-27,660755,6358,2258.5,353838.564288067,-0.258122830640852
2022-04-03,580219,35624.5,-51372.5,-1156161.54117376,-0.247393026225703
2022-04-10,652432,-13598.25,-7309.5,455490.064878948,0.198583419691194
2022-04-17,675933.5,-24437.25,21337.5,2985166.00993009,0.0744109290023828
2022-04-24,684282,11039.75,60813.5,-547843.122909379,0.140309275472146
2022-05-01,601740.75,51617.25,-22482,-1933432.01306097,-0.167750224717722
2022-05-08,697147.5,-25601,55963,-365781.298550506,0.303377646615552
2022-05-15,651477.25,-46809,-120609.5,-1498141.0296059,-0.553227961279646
2022-05-22,576357,2879.75,-17952.5,800423.077913248,-0.270621942190997
2022-05-29,574405.25,38806.25,21793,-1912479.40507636,0.131157508279554
2022-06-05,685152,288.75,-13307,924763.747001404,0.393585312302107
2022-06-12,659802.25,-19309.75,16977.5,6686092.32464391,-0.00713186721647346
2022-06-19,557791,-28955.75,-47137.5,-5193993.77791208,-0.661652238462537
2022-06-26,574879.75,36864.75,76683.5,-417385.81576689,0.299013237609339
2022-07-03,640952.5,14293.75,-53714.5,-1127389.79069509,0.190010500719281
2022-07-10,666555,-43454.75,11616.5,1051021.1460903,-0.0483993589485411
2022-07-17,572761,-11650,-12742.5,486851.707962146,-0.394837427785804
2022-07-24,581839,53444,57235.5,-1925372.27139074,0.277397867591773
2022-07-31,674037.5,-3026.5,-18213.5,215410.266881467,0.292096300858874
2022-08-07,696927.5,-32097.5,10042.5,1614173.5739502,-0.00305626915119642
2022-08-14,597278,-15200,-28688.5,1064901.28086213,-0.439539071284136
2022-08-21,573208.75,38239.5,18253.5,-1702014.69558517,0.0493326670220285
2022-08-28,657107,13624.75,32368.5,-47051.4525687429,0.392646424793235
2022-09-04,730975.5,-28036.25,37505.5,729170.129923791,0.214534717305819
2022-09-11,641808,-15061.75,-39138.5,-215533.06859799,-0.443151552349087
2022-09-18,588680.5,25678.25,-10094.5,-1890823.17360462,-0.147734093923259
2022-09-25,654274.5,32137.5,-5788.5,136020.440854968,0.35220902482332
2022-10-02,665089.75,-49192,-14998.5,307963.993003407,-0.176647734523327
2022-10-09,612380,-10509.75,-5111.5,29193.4132375966,-0.242465925022878
2022-10-16,589986.25,39247.75,16375,-785680.653060971,0.0763088402527943
2022-10-23,657960.5,17088.25,47219,373766.788676542,0.378826510143492
2022-10-30,696898.75,-24126.25,-40328.5,2041247.07005084,0.0259440981614177
2022-11-06,677645,-13398.75,54088.5,62841.4194846908,-0.0520169682683772
2022-11-13,614424,15822.75,-41224,-2550231.56150261,-0.279995689923172
2022-11-20,636829.5,2011.75,-54121,-350904.030970878,0.000782900047572889
2022-11-27,674454.25,-10682.75,31504.5,69295.0710727534,0.131508719394875
2022-12-04,617455,-19528,-8291.5,69680.5482263066,-0.297231538028906
2022-12-11,588204.5,36481.5,-1224.5,-188533.866995522,0.0292745619207338
2022-12-18,607200,-2620.25,-49277.5,-140563.729474511,-0.018712773731763
2022-12-25,705985,-22959.25,58114,130434.1234596,0.339533476139446
2023-01-01,601071,-1475,-26259,213495.57108174,-0.418577735516874
2023-01-08,619181.25,68542,63721.5,-67845.4777742669,0.418383257729374
2023-01-15,668408,-14283,7944.5,-211201.714757486,0.120321190627787
2023-01-22,701945.75,-26260,-21418.5,141641.381915863,-0.0163940848974423
2023-01-29,691143,8126,42682.5,-89124.8867183159,0.0449844102319028
2023-02-05,634105.75,57439,-40143,69529.6890143473,-0.0348306327403305
2023-02-12,687592,-20854.75,-1723,-257120.416826871,0.0951338757655213
2023-02-19,704817.25,-55146.25,18294,223723.801611018,-0.133392430698602
2023-02-26,678996,52048.5,30916,145961.039884075,0.154869081315318
2023-03-05,630118.5,24519,2602,-7605.78509498539,-0.0794893319140138
2023-03-12,706519.5,1119.75,-6038,-29502.28145286,0.263564604656891
2023-03-19,683996,-45903.25,-51626.5,171677.972367327,-0.336221689654203
2023-03-26,702374,49678.75,117085.5,893.918155423133,0.419140880996419
2023-04-02,607540.25,-18053.75,-50450.5,-499430.496587865,-0.496967362533134
2023-04-09,692686,-6722.25,-47839.5,188385.431201938,0.210799330419512
2023-04-16,744652.75,39652.25,238078.5,30538.7534473415,0.666581832079031
2023-04-23,628996,180750.25,162683.5,13781.3854718774,0.523968863281049
2023-04-30,543681.25,-2415.25,35985,56859.1163252954,-0.269856127743997
2023-05-07,588101,-9602.25,102132,-269553.417118946,0.250076006150331
2023-05-14,657614.25,-99748.75,-134428,232852.245540748,-0.333630981133327
2023-05-21,672783,49762.75,-94241,-42272.4502627506,0.116329672626564
2023-05-28,618875.75,-115878.75,88,26060.7305083134,-0.659078764720568
2023-06-04,649824,35313.75,-157821,204427.011149516,0.0331056825513161
2023-06-11,760410.25,82318.25,219241.5,-79553.7316761364,1.01802700088208
2023-06-18,683837,-97355.25,-201092.5,97267.028413432,-0.941757633418186
2023-06-25,557587.25,5256.75,14360.5,-281388.795348126,-0.422847806397947
2023-07-02,694240,141930.25,428996.5,-8385.56940283685,1.63872601349227
2023-07-09,763826.75,-40103.75,-136440.5,145687.849046275,-0.10058452002984
2023-07-16,556589,54800.25,-456713.5,-166719.38060434,-1.16125120726393
2023-07-23,784641.75,-110428.25,525929,-194546.496879826,1.090868111214
2023-07-30,696256.5,-107689,-61582,14935.130760474,-0.835005377420307
2023-08-06,746885.75,182271,-46715,348153.911486828,0.844442615797783
2023-08-13,628343,97131.25,12042,118957.734210171,-0.0242046294043758
2023-08-20,617560.75,-235817.25,-160670,-440127.348736253,-1.21318819003095
2023-08-27,736126,64936.25,295270,34720.6762534903,1.08444220253573
2023-09-03,716894.75,167224.75,-120843,102805.521431317,0.42720804633822
2023-09-10,876224,-10882.5,225339,145267.772670887,0.834753795483157
2023-09-17,720237.5,-227881.5,-362165.5,-386155.360285334,-1.97754670189438
2023-09-24,665886,-33277.25,-288922.5,131579.336277669,-0.727239289792478
2023-10-01,666627,-80800.75,-13836,305662.096720951,-0.336983053834989
2023-10-08,612783,10525.25,-12521,-207948.803137645,-0.17805176432613
2023-10-15,586681,36801.25,13173,-68763.6322859849,0.0641827351870276
2023-10-22,779091,156156.25,564500,99181.2692729988,2.08369904879962
2023-10-29,776569.25,250867.25,11712.5,75220.5184428183,1.00174193178179
2023-11-05,894325,-25621.5,123689.5,56748.7846749504,0.485503496181468
2023-11-12,797723.25,-38747.5,-7498.5,-377803.982566232,-0.523980812519845
2023-11-19,765446,-54709,-18794.5,247542.523483207,-0.359407082910903
2023-11-26,802000,-150477,-5672.5,261500.924341077,-0.475809540679805
2023-12-03,739198,89718,-66431.5,-23302.1067011176,0.0348658939873157
2023-12-10,582492.25,86880.5,72880.5,-412214.247518614,-0.129277823918275
2023-12-17,635603.5,1611,-92069.5,58995.3002732641,0.0656628693405904
2023-12-24,665048.5,-73748.5,39956,-6178.31660894398,-0.138788357454497
2023-12-31,572161,-146619.75,-406412,259498.151157802,-1.47527114443927
2024-01-07,613951.75,41583.75,165627.5,-164554.632577595,0.533998843756416
2024-01-14,649474,8900.75,37851.5,19868.8940603611,0.209608812599083
2024-01-21,684676,159758.25,168764,232809.103690047,0.99358352080726
2024-01-28,668270,-234175.25,94798,-88608.8378530267,-0.867826202465373
2024-02-04,579214.25,-15764.75,-522074.5,-245628.811998082,-1.11059520504553
2024-02-11,615155.5,-13645.5,-27930.5,110888.508362315,0.0328072625358953
2024-02-18,678441.75,6558.5,195519,203818.188609299,0.520528410239883
2024-02-25,623680,52116.25,-64839,364308.029734583,-0.0755573482208073
2024-03-03,641278,22685.75,89664.5,-628938.265033063,0.257743963641148
2024-03-10,668468,-68305,-96596.5,241868.811598908,-0.307766460468831
2024-03-17,671294.5,-20306,-17705.5,140013.739611819,-0.0975795887020793
2024-03-24,614851,2121.75,243309.5,-96035.7722982815,0.1335401838144
2024-03-31,668079.75,59380.25,-110169.5,-365776.03654764,0.262065856154616
2024-04-07,648909,61922,182856.5,98206.3627115842,0.425995786554467
2024-04-14,655805,180967,35508.5,144752.964334301,0.791450476754723
2024-04-21,673970,-113682,-118877.5,-22498.287310643,-0.556991617194636
2024-04-28,468910.75,22509,-174226.5,-365813.649730633,-0.897597031111941
2024-05-05,489574.5,101026,130283.5,83275.9389992363,0.651622573102694
2024-05-12,512784.75,-239590,-118717.5,308287.846037656,-1.03281616672065
2024-05-19,465497,384047,222254.5,-106405.515994605,1.65735235763121
2024-05-26,407020.5,-145490.5,-59523,-304858.813730543,-0.882375295817598
2024-06-02,474587,-325899.75,-118159,126546.699766129,-1.22066027102391
2024-06-09,478091,139024.25,-143734.5,108862.722391131,0.364995668417415
2024-06-16,456727,74957.5,159585.5,4308.13451963523,0.436011280891031
2024-06-23,468555,-15059.5,-157785,-220358.210850684,-0.244870973425791
2024-06-30,511207,18569,124200,131296.948423926,0.394791542518576
2024-07-07,487731,204274,-52292,289070.165548912,0.657764623685949
2024-07-14,444989,63003.25,92428,-51487.9131470624,0.218304004936395
2024-07-21,445149.75,-25769.25,-102271,-243624.686475413,-0.253395966402025
2024-07-28,561338,-344042,-97823,115232.26505027,-1.09105284054776
2024-08-04,504009.5,119899,15198.5,152728.491754526,0.290654400586348
2024-08-11,468048,154674.75,196050.5,-112641.181859667,0.74872592842088
2024-08-18,440325.25,-5539.75,22674.5,-171522.888434885,-0.0992751073870578
2024-08-25,517512.5,-145648.5,-37983.5,301236.630412027,-0.354711604319015
2024-09-01,530183.25,229162.5,80150,8768.53043395863,1.06247912201299
2024-09-08,497081,-144220,-150957,209302.468372426,-0.901290841011961
2024-09-15,455609,-119301.5,-72405,-665740.548169665,-0.742670861080009
2024-09-22,514760,-20888.75,-66496,155291.390205532,0.034966605125389
2024-09-29,554535,260559.25,165339,371384.922833683,1.40943018605244
2024-10-06,440477,-136799,113046,-253707.694747946,-0.808278603826767
2024-10-13,463331.25,123243,-132249.5,-308552.601739695,0.378357109723362
2024-10-20,494587,-197263.25,-50537.5,-12440.2701140087,-0.748575246175313
2024-10-27,554827.5,-2143.75,-92587,378179.315926629,0.0823402035445349
2024-11-03,502341,-493.25,104760,314970.401678237,-0.0445436010028589
2024-11-10,547711.5,44318.25,73947.5,-536218.663438246,0.423641823685572
2024-11-17,629678,-64286,-203255.5,152597.056729555,-0.244289342892278
2024-11-24,567303.25,116792,97189,82080.4733837133,0.371511723650265
2024-12-01,523611,-199975,-85707,244604.377625825,-1.07061354840749
2024-12-08,559712,2894.5,88166,-573423.685856039,0.244337420534854
2024-12-15,581382.5,-63217.5,-232838,60775.9722699827,-0.498576850061953
2024-12-22,562675.75,-82065,59941.5,245976.579983988,-0.311419097328644
2024-12-29,514543,99938.75,112489.5,-29240.7229901759,0.374095802399377
2025-01-05,495252.5,72611.75,-53094,-278731.92167709,0.135464315712688
2025-01-12,582110,-70781.75,-85297,324243.450168326,-0.0866891641552633
2025-01-19,548145.5,-61360.75,-17557,17517.0440327439,-0.395129466634298
2025-01-26,547939,37288.5,42105,-66667.655568166,0.19868641501612
2025-02-02,481073.75,17647.5,97351.5,-323229.960455805,-0.0476247284818814
2025-02-09,518162.5,-28745.25,-213103.5,115551.88308653,-0.27784133855322
2025-02-16,552899,186670.25,388751.5,258352.112323559,1.40223229620223
2025-02-23,537837,-252271.25,-361442.5,143831.631566389,-1.55776186545791
2025-03-02,489968,108708.75,9291.5,-430900.363598919,0.259404067626713
2025-03-09,529711,13414.5,315457.5,34962.5667421736,0.62492824570018
2025-03-16,540940.5,-7862,-122343,69558.829953551,-0.163420336514518
2025-03-23,491096,-56167.5,-241103,86652.601624617,-0.737385353563016
2025-03-30,491474,-6956.5,115350.5,-297984.8142898,0.120499356532997
2025-04-06,545550,63782.25,56407.5,149939.999403699,0.522792769390778
2025-04-13,528837.25,130578.75,171738.5,156020.149703801,0.694016023796599
2025-04-20,486530,-109155,-300487.5,94752.3078357624,-1.00283693883822
2025-04-27,474072.25,-69190.5,81383.5,-253972.28212031,-0.218965933578382
